name,gender,country,province,city,location,category,fans,videos,likes,comments,shares,following,school,custom_verify,enterprise_verify,signature
蜀中桃子姐,2,中国,四川,自贡,自贡,美女,18308000,564,139176000,691786844,317330729,599,,,,什么也阻挡不了一颗吃货的心 桃子姐v：sztz0102 包立春没有抖音号 周一到周六 下午3:30-6:30  晚上：8:30:-10:30直播 谢谢支持
小沈阳,1,中国,北京,北京,北京,明星,18100000,89,89832000,7981262,3102832,46,,导演、演员,,开心才是硬道理
金毛～路虎🐯,1,中国,浙江,杭州,杭州,宠物,18020000,161,171828000,385507591,331439218,328,,优质视频创作者,,名字：路虎 品种：金毛 每晚7点直播 虎粑➕pgt565656 🌟图: 16601777194
刘宇,1,中国,,北京,北京,帅哥,17932000,280,197702000,332966628,186831281,236,,演员,,微博：刘宇大微博 工作邮箱：1048846833@qq.com 《亲爱的药王大人》饰演 楚启贤🍃
杨洋,1,中国,,北京,北京,明星,17511000,16,48279000,78093846,54693309,3,,演员,,
小霸王,2,中国,四川省,成都市,成都市,舞蹈,17458000,513,277300000,170153452,103897506,291,,人气视频创作者,,我爱跳舞！教你跳舞！ 合作：ShowWorld21 粉丝：max0913xbw vb：Max街舞小霸王
草莓果冻,2,中国,,上海,上海,游戏,17365000,436,220846000,245100947,74586297,33,上海戏剧学院,,,我们是这片网吧最靓的仔😎 比心：75645098 🐧群：703880761 商务合作、艺人招募📮：504297582@qq.com
玲爷,2,中国,广东,韶关,上海,才艺技能,17346000,208,245598000,76703686,16576243,347,,人气视频创作者,,工作联系 企业vx: 13031188214 （记得从企业vx搜索哦 注明:玲爷合作）
喵小兔漫画（画师七七）,2,中国,辽宁,沈阳,沈阳,二次元,17270000,289,194348000,112908020,173773031,63,,人气视频创作者,,👤该用户关注了你 求图👉🏻 攻总呺：喵小兔的世界  欢迎各位优秀的 画师 和 编剧 加入我们～ 合作v：miaoxiaotukf（备注来意）
小橙子,2,中国,湖北省,武汉市,武汉,美女,17263000,202,221283000,144030769,121820910,52,,人气视频创作者,,同款在橱窗👆🏻 —————————————————— 承蒙厚爱 万分感激🙏🏻 视频均为自己创作 未签约 不直播 🍑 倾橙国风工作室（视频同款） 工作❤ orangelaby
老爸评测,1,中国,浙江省,杭州市,杭州市,搞笑,17198000,808,84975000,131977506,308040280,27,浙江大学,优质科普自媒体,,不收商家钱的评测+科普，全网同名：老爸评测。技术探讨、爆料，邮箱地址：douyin@daddylab.com（广告合作勿扰） 科普得罪人太多，谣言勿信。 不定期宠粉，可抱怨可答疑，关注列表第一位找“魏老爸”～
表哥（覃进展),1,中国,广东,广州,广州,搞笑,16970000,297,150359000,4615210,3731415,892,广西大学,广东省年度最佳主播,,我不知道我的选择是对还是错，我也不知道等我回来的时候你们是否还会记得我，支持我，陪着我！人之所以会累，是因为总是徘徊在坚持与放弃之间！心里的苦乐只有自己知道… 选择没有对错，因为我一个人可以承担！我现在最想要的就是你们的支持！ 928等我回来！！                                                                          覃皮皮
魔女月野,2,中国,湖南,长沙,长沙,美女,16929000,174,181909000,75500389,27040190,40,,,,我是月野！一个外冷内热的酷帅女孩！ 关注我，超级宠粉💕 围脖🧣：魔女月野_ 工作V：csddwh02 粉丝V：yueye0430
衣哥（15号晚上光头之战),1,中国,湖南,长沙,长沙,搞笑,16918000,169,102552000,166757061,32629002,1407,,,,每晚9点直播（欢迎捧场)  招聘懂音乐的优秀剪辑师！    粉丝V：yige1987888888 售后：073122883668
放扬的心心,0,中国,浙江,杭州,杭州,帅哥,16901000,352,281411000,292506592,151108905,10,,,,谢谢见证爱情的样子 合作：fydxxyy1211
阿纯是反诈宣传者,1,中国,辽宁,沈阳,沈阳,搞笑,16864000,189,198779000,58853017,52256920,20,小斗了双语园,,,反诈宣传达人，各位切勿沉迷网络颜值 网络美颜虚幻，颜值虚假，请大家珍惜身边人 工作邮箱📭we19990308@qq.com
玩车女神,2,中国,,北京市,北京市,交通汽车,16821000,494,150855000,384257866,899020274,34,,优质汽车领域创作者,,爱玩车的小姐姐和新手老弟的美好生活 合作vx：451269214 粉丝vx：wanchenvshen
陳婷mm,2,中国,浙江,广州,杭州,美女,16745000,554,172164000,48201896,20430017,619,,,,陈三废gg 每晚九点直播 没有任何助理 私信你的都是骗子！ 所有产品支持7天无理由退款！ 售后☎️：15017588670 售后抖音号：csfct321 努力服务好每一个顾客💪 合作❤️：932969181（品牌方联系我）
央视网快看,0,中国,,北京市,北京,政企,16725000,2865,638470000,149138372,216619065,10,,,央视网新闻频道官方抖音号,央视网原创短视频，在这里，看见世界。
小侠说电影,1,中国,浙江,杭州,杭州,娱乐资讯,16656000,900,107737000,35388764,11220816,30,中国传媒大学,影视自媒体,,粉丝+VX：uncle_1000 商务合作加✌🏻️：moviehero2016
周冬雨,0,中国,北京,北京,北京,明星,16615000,46,31079000,20153144,25951714,12,,影视演员,,
聂小雨,2,中国,,北京,北京,服装鞋帽,16567000,304,155261000,56892416,42789801,166,,优质视频创作者,,唱歌业余爱好 其实是服装设计师 感谢喜欢 VB：聂小雨YU
中国军网,1,中国,,北京,北京,政企,16563000,1590,446072000,322966013,185571609,1,,,中国人民解放军新闻传播中心网络部官方抖音号,精神抖擞，记录强军新时代。 投稿邮箱：zgjwkd@qq.com
猪屁登,1,,,,,二次元,16514000,537,223376000,285402766,241250920,3,,动漫自媒体,,屁登使命：用爱温暖世界的每一个角落 找我请加:zhupideng666 猪屁登番剧即将上映啦！小伙伴们敬请期待哦！
江疏影,0,中国,北京,北京,北京,明星,16471000,76,54199000,46285945,20073237,6,,演员,,
博哥威武,1,中国,黑龙江,黑河,黑河,亲子,16427000,1771,228716000,139390920,132319349,59,,人气视频创作者,,大博二博参加的综艺  河南卫视《二宝来了》金鹰卡通《疯狂的麦咭》 贵州卫视《育儿大师》优酷《告诉世界我可以》 商务合作V：wy521023 直播带货V：wjw1219 🧣：博哥威武521
大雄团队（做实事）,1,中国,四川,成都,成都,情感,16373000,21,173991000,130922401,27176105,933,,,,大雄团队，传递正能量！ 拒绝一切财、物、捐、赠！ 水果售后v：111133 农产品合作v：31348（备注来意） 大雄团队只有这一个号，谨防假冒！
四平警事,1,中国,吉林,四平,四平,政企,16353000,181,125682000,31344108,64405973,85,,,四平市公安局官方抖音号,视频版权所有，转发注明出处
懒饭,2,中国,,北京,北京,生活技巧,16289000,1986,102949000,50709296,583538218,99,,优质美食自媒体,,👇 一键搜到懒人做法，太方便了！ 😋 下载懒饭APP：获取100种电饭煲菜谱
你的小宇,1,中国,江苏,南京,南京,美妆,16231000,166,123982000,76320139,51897672,5,,,,一个热衷于撒狗粮的双面美妆博主   既能是帅气智商绝顶的霸道总裁🤓 又可以是暖心中带一点逗比的爱笑boy𓀤 工作🏋️：zztc6699（注明来意） 粉 丝➕v：nidexiaoyu12345
温精灵,2,中国,四川,成都,成都,情感,16148000,204,264690000,176854664,93694114,94,,,,weibo：温精灵 ins:wenjingling1 任何私下联系退款的人都是骗子
食堂夜话,1,中国,浙江,杭州,杭州,剧情,16141000,241,180386000,235131261,131733417,11,杭州师范大学钱江学院,,,爱国🇨🇳敬业🇨🇳诚信🇨🇳友善🇨🇳 wb：食堂夜话- vx：STYH100 我是老黑 每天只做一道料理只分享一个故事
孙艺洲,1,中国,福建,厦门,上海,明星,16105000,110,117550000,187563013,26743268,37,,演员孙艺洲,,哈哈哈哈哈哈哈哈哈哈
忠哥12月1号开业,1,中国,安徽,芜湖,芜湖,搞笑,16093000,91,81830000,143856408,209285910,3513,澛港小学,年度巅峰主播十强,,做人笨一点，离成功近一点！我只有这一个号！ 每晚9点直播
办公室小野,2,中国,四川,成都,成都,搞笑,16024000,197,136445000,43937465,27266243,37,,,,商务合作请加V：c222c000（添加请注明，公司、合作项目，感谢！）
只穿高跟鞋的汪奶奶,2,中国,浙江,杭州,杭州,情感,16024000,119,118212000,1100468117,783507207,43,北京舞蹈学院,,,年龄只是数字 我的精彩人生才刚刚开始 关注我，告诉你我的冻龄秘诀！ 备注品牌项目
不羡仙（最佳男友）,1,,,,,游戏,15910000,159,259839000,113473967,37255503,13,,,,无小号，只玩比❤️ 比心：90603923 更新生活日常 粉丝群：962741917 商务邮箱/红人招募：504297582@qq.com
花一村,1,中国,陕西,西安,西安,剧情,15836000,417,231791000,30850817,33666917,484,,,,账号始终为自己运营 所有作品均为自导自剪 第三视角拍摄花絮都在喜欢里～ 私人V：huayicun888 商务V：reduredu88
萌芽熊,1,中国,上海,上海,上海,二次元,15751000,215,132651000,21470668,54226461,35,,抖音特效师、抖音创作者学院合作讲师,,在这个世界你并不孤单，全网搜索【萌芽熊】，遇见你身边的小治愈8~ 【萌芽VX】：dooromeng 【萌芽粉丝Q群】：218222830 【商务合作】V：doorobearbd
山村小杰（正在努力）,1,中国,福建,福州,宁德,才艺技能,15606000,133,134378000,33430430,10676591,64,,三农自媒体,,山村鲁班大师。让我们一起成长 商务卫❤️：scxj9999
苓妹妹吖,2,中国,,上海,,美女,15592000,548,331147000,150116093,49664726,56,,,,天上掉下个苓妹妹吖（比心：81038742） 🐧群：721051131 主播招募🛰️tangxinjjz 商务合作、艺人招募📮：504297582@qq.com
中国青年报,1,中国,,北京,北京,政企,15586000,2433,632084000,416274652,202276887,17,,,中国青年报社官方账号,奋斗的青春最幸福
杰克大魔王,1,中国,,北京,北京,二次元,15539000,183,158603000,66548782,144628372,120,,抖音特效师,,当动漫人物闯入现实世界… 围脖：杰克大魔王1943 催更裙：1063787554
中国网直播,1,中国,,北京,北京,政企,15461000,4500,534014000,524228447,537385342,157,,,中国互联网新闻中心中国网直播官方账号,聚焦社会热点  记录时代“政”能量  投稿&合作VX：zbzhushou
柯铭,1,中国,湖北,武汉,武汉,宠物,15439000,95,205055000,124650795,147621443,79,,人气视频创作者,,☀沙雕日常在围脖:@柯铭和四只熊孩子 商务V: swhz11188(仅合作）
我是不白吃,1,暂不设置,,,北京,二次元,15434000,542,263579000,113582462,53175305,24,,人气视频创作者,,【粉丝自留地】bubaifamily 【看围脖】@我是不白吃M 【看漫画】《不白吃漫画食物简史》 【打字爽】不白吃百度输入法皮肤 —————— 【售后】 抖音号：bubaichikf 抖音号：bubaichikefuhao 私聊转账退款都是骗子不要信哦！ 【想合作】 bubaichi666，jh527208037，注明来意哦~
吴亦凡,1,中国,上海,上海,,明星,15373000,50,61102000,26090095,18315069,3,,演员，歌手，音乐制作人吴亦凡,,
城七日记,0,中国,山东,青岛,青岛,搞笑,15338000,209,183135000,56935680,24745575,11,,,,菜鸟小七与霸道总裁会产生怎样的火花 商务vx：jiahe779(注明来意)
大LOGO 吃垮北京,1,中国,,北京,北京,美食,15233000,200,101010000,59858048,51572524,140,,优质美食自媒体,,一个想火的吃货  我的视频随时会爆  商务v：dalogo666（注明来意） 粉丝v：dalogofs
许君聪,1,中国,北京,北京,海西,明星,15173000,148,133805000,129980637,103563790,534,,演员,,加入我们：mmhybj(达人/主播)
猫总白一航,1,中国,广东,深圳,深圳,二次元,15077000,138,184943000,85479466,41534374,13,广州美术学院,,,一个每天晚上8点会变成猫的总裁 合作加v: yingzi_654。注明【猫总合作】。 粉丝催更加: maozongbaiyihang v b: 猫总白一航的作者
科技公元,2,中国,广东,深圳,深圳,科技数码,15056000,596,223848000,186875203,190887786,1,,优质科技自媒体,,工作v x: xxxmcnb 看全球科技，关注科技公元！
张柏芝,2,,,,,明星,15054000,71,97281000,12664792,2916367,1,,演员，香港金像奖影后,,相关工作事宜联系：ruoheng@vip.163.com
蔡萝莉🍒,2,中国,广东,深圳,深圳,美女,14941000,306,240940000,224955936,95183738,283,,,,围博：蔡萝莉S 商务：CCSW__（两个下划线)
唐嫣,0,,,,,明星,14941000,27,34460000,22176567,7832910,0,,演员,,
浙江卫视,1,中国,浙江,杭州,桂林,政企,14847000,7531,590190000,227321311,146478398,38,,,浙江卫视官方抖音号,❤️浙江卫视，美好中国！
蔡徐坤,1,中国,上海,上海,,明星,14766000,25,80451000,779331166,216878431,0,,歌手,,
毛晓彤,2,中国,天津,天津,北京,明星,14749000,82,54592000,34702893,14372323,4,中央戏剧学院,演员,,一只典型的瓶子♒️ 除本账号之外无其他任何抖音直播账号 📮maoxiaotongstudio@vip.163.com
名侦探小宇,2,,,,,搞笑,14701000,118,126033000,108633990,143119289,17,,,,我是小宇 帮女性远离伤害 已加入抖音原创者联盟 合作vx➕gumai567（注明来意）
中国经济网,0,中国,北京,北京,北京,政企,14681000,6235,724202000,752512158,641511369,2,,,中国经济网官方账号,传递有价值的信息 合作QQ：1827146078
薇娅viya,2,中国,浙江,杭州,杭州,美女,14664000,280,63416000,26302100,9097493,25,,,,关注VX公号：薇娅惊喜社 超多优惠好物 每日直播预告 你想要的 我都有
韩饭饭（今天中午12点直播）,2,中国,江苏,镇江,镇江,剧情,14640000,811,313538000,200527908,180948090,215,,,,⚠️11.8日中午11点我和饭饭结婚纪念日！ ⚠️私信退款都是骗子，没有助理 ⚠️津笙乐道DR ⚠️商v：wxx169691（有卫衣，呢子大衣，羽绒服，围巾，袜子，秋冬爆品厂家优先）
毛光光,1,中国,四川,成都,成都,搞笑,14632000,210,177977000,210649208,67240438,50,,,,一人撑起一台戏的光头男孩 围脖@毛光光 客服抖音号：xiyouhuyukefu 商务VX：youxigouer 达人招募VX：xiyoujingji
整开,1,阿拉伯联合酋长国,,迪拜,迪拜,明星,14607000,123,128321000,2523293981,313779426,503,,演员郑恺,,一言难尽
吴岱林,1,中国,北京,北京,北京,音乐,14517000,235,124064000,207852576,143139268,41,,抖音音乐人,,微博：吴岱林 翻唱音频：🐧音乐 全民🎤歌 吴岱林 宠粉🛰:damonlvu_DL 粉丝🐧群：696521267 合作邮箱：swhz2@qq.com
仙姆SamChak,1,中国,广东,广州,广州,美妆,14467000,370,87164000,285897344,202862875,16,,,,2012/2/23 巴黎彩妆学院进修毕业 2012-2014 Make Up For Ever 彩妆师 2014-2018 明星彩妆师（详见2.23） 2019 入坑全职美妆博主 立志： 妆前不丑化，妆后不靠修 近期目标也不大，立志说好普通话 📝一些tips： 🐶三只狗的32岁老父亲，上来就喊娘不合适！ 周一周五坚持直播妆教，🎁宠粉从未停止。
警界君,2,,,,,搞笑,14467000,3322,681677000,273362748,164617031,201,,,警界人气自媒体,和警界君一起传播正能量！ 联系vx：AM10040002 投稿邮箱：85867253@qq.com
于震,1,中国,河南,安阳,安阳,明星,14447000,125,99337000,23123347,3908454,160,,导演、演员,,分享美好生活，加油大长脸……
侠客红尘（侠客家族）,2,中国,浙江省,杭州市,杭州市,游戏,14416000,125,203415000,474075118,23809319,508,,,,✨杀人红尘中，脱身白刃里，我是红尘 ✨一个话痨少女的游戏日常 ✨尽我所能给大家带来欢乐 ✨感谢关注 感谢点赞 ✨星图合作（商务号）：xxdy0130 ✨红尘在抖音没有任何小号
孙俪工作室,0,中国,,北京,,明星,14414000,354,90080000,703544781,331096358,3,,孙俪工作室,,孙俪《理想之城》饰苏筱，现正拍摄中✌️
🔥姚大,1,中国,江苏省,常州市,无锡,音乐,14408000,97,111275000,34690701,26558008,284,,抖音音乐人,,安徽怀远人 江苏种大棚
尊宝爸爸,1,中国,,北京,北京,二次元,14384000,523,189709000,210577748,475706845,399,中央美术学院,动漫自媒体,,星图合作商务：18656207 备注来意
Aleks Kost,1,中国,广东,深圳,深圳,舞蹈,14379000,267,101708000,16736292,18091929,187,深圳大学,抖音音乐人,,商务合作：alekskost31  2019年度最受欢迎海外短视频达人 WB 2019 新锐舞蹈大V 参加过节目：《快乐大本营》、《星光大道》、《湖南卫视金鹰节》、《火星情报局》、《天天向上》、《出彩中国人》、《中国好男儿》等等…
婉儿的宝藏姐姐,2,中国,山东,青岛,青岛,搞笑,14378000,149,140153000,50047299,27485084,83,,,,和三个姐姐的合租日常 都说三个女人一台戏，那四个呢？？？ 让我看下是哪个小可爱点了关注！🤔 商务合作：A-qiu500(注明来意)
蛋白.,1,中国,河南,郑州,郑州,游戏,14362000,486,339733000,1308704050,572622640,1,,,,短视频原创作者 游戏主播 直播六年 依然是你们最初的蛋白 关注我 每日更新
大G,1,中国,广东,广州,广州,宠物,14308000,119,168547000,147727845,199131538,47,,人气视频创作者,,💬vb:大G-大哥 📆合作v:bikechuanmei
子笺子凛,1,中国,四川省,成都市,成都市,帅哥,14286000,258,160306000,25147948,10336715,503,四川农业大学,人气视频创作者,,大号你的子笺子凛 双胞胎子笺（jian）子凛（lin） 合作🙂❤：zijianzilin3 🍑：jool线上商店（视频衣服都在橱窗）
白小白,1,中国,吉林,长春,长春,音乐,14285000,145,75787000,116099472,59359817,101,,抖音音乐人,,新歌《熟悉城市》酷🐶上线 微薄互动:歌手白小白  代表作《最美情侣》《最美婚礼》《最后我们没在一起》音乐、演出及影视工作邀约，请联络：李先生18610040609
丫蛋蛋换个心情做自己,2,中国,北京,北京,北京,音乐,14125000,237,109864000,156397488,139068903,145,,歌手,,发力人音乐（丫蛋蛋） 🥚丫蛋蛋的小蛋壳 🐧群:314029288 酷🐶：丫蛋蛋（马启涵） qq音乐：丫蛋蛋 Q音电台/网易音电台：丫蛋蛋 vb:丫蛋蛋换个心情做自己 全民🎤歌：丫蛋蛋换个心情做自己 《天晴和你》《舞》已上线～🐧、酷🐶搜索 商务vx：Ferrymanmusic（仅合作，达人面试资料提交）
路边小郎君,1,中国,山东,青岛,青岛,情感,14118000,456,292941000,333530118,215919398,125,,,,生活永远需要正能量！ 合作V😊（粉丝不要加）:aa1321023（请备注合作意向） 售后V❤️（售后问题请加）:xiaolangjun00 个人V❤️（粉丝请加）:lubianxiaolangjunya 围脖同名
仙女酵母,2,中国,四川,成都,成都,美女,14117000,331,190912000,64160322,27148475,36,,,,认准唯一商务vx：D512DX
小三金_,2,中国,辽宁,沈阳,沈阳,美女,14073000,182,148698000,4695900,2497027,49,沈阳音乐学院,抖音音乐人,,V博：小三金呀_（粉丝群） 酷🐶：小三金 q音：小三金 商务v: redu04 全民🎤歌：三金呀
小品一家人,2,中国,四川省,成都市,成都市,二次元,14044000,171,186931000,47848914,88887235,330,,优质视频创作者,,蟹蟹大家滴支持⊙▽⊙ 日常小广告恰饭 ❤️粉丝大本营扣裙：957498812 ------------------------- 商务合作vx:516771307
扬叔来了,1,阿尔及利亚,,,葫芦岛,剧情,13939000,249,249587000,310541069,37877073,43,,,,感谢关注扬叔来了👏 小渔村的故事🔥
